eval_id,text,true_intent,true_escalate,trigger_type,complexity_tier
109,What are the local branch operating hours for branch #10109 @ChaseSupport,General_Banking_Inquiry,False,none,standard
110,How do I download monthly account statement PDF for account 10110 @ChaseSupport,General_Banking_Inquiry,False,none,standard
111,Unauthorized charge of $45.00 on debit card for order #10111 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
112,Merchant processed double payment on transaction #10112 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
113,How do I update 2FA phone number for user_10113@chase.com @ChaseSupport,Account_Access_Security,False,none,standard
114,Forgot online banking password reset link expired for account 10114 @ChaseSupport,Account_Access_Security,False,none,standard
115,Pending wire transfer reference #10115 delayed by 2 days @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
116,Zelle payment failed to clear for transaction #10116 @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
117,When will my replacement debit card tracking #10117 arrive? @ChaseSupport,Card_Management_Issuance,False,none,standard
118,How do I activate my new credit card ending in 10118 @ChaseSupport,Card_Management_Issuance,False,none,standard
119,What are the local branch operating hours for branch #10119 @ChaseSupport,General_Banking_Inquiry,False,none,standard
120,How do I download monthly account statement PDF for account 10120 @ChaseSupport,General_Banking_Inquiry,False,none,standard
121,Unauthorized charge of $45.00 on debit card for order #10121 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
122,Merchant processed double payment on transaction #10122 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
123,How do I update 2FA phone number for user_10123@chase.com @ChaseSupport,Account_Access_Security,False,none,standard
124,Forgot online banking password reset link expired for account 10124 @ChaseSupport,Account_Access_Security,False,none,standard
125,Pending wire transfer reference #10125 delayed by 2 days @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
126,Zelle payment failed to clear for transaction #10126 @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
127,When will my replacement debit card tracking #10127 arrive? @ChaseSupport,Card_Management_Issuance,False,none,standard
128,How do I activate my new credit card ending in 10128 @ChaseSupport,Card_Management_Issuance,False,none,standard
129,What are the local branch operating hours for branch #10129 @ChaseSupport,General_Banking_Inquiry,False,none,standard
130,How do I download monthly account statement PDF for account 10130 @ChaseSupport,General_Banking_Inquiry,False,none,standard
131,Unauthorized charge of $45.00 on debit card for order #10131 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
132,Merchant processed double payment on transaction #10132 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
133,How do I update 2FA phone number for user_10133@chase.com @ChaseSupport,Account_Access_Security,False,none,standard
134,Forgot online banking password reset link expired for account 10134 @ChaseSupport,Account_Access_Security,False,none,standard
135,Pending wire transfer reference #10135 delayed by 2 days @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
136,Zelle payment failed to clear for transaction #10136 @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
137,When will my replacement debit card tracking #10137 arrive? @ChaseSupport,Card_Management_Issuance,False,none,standard
138,How do I activate my new credit card ending in 10138 @ChaseSupport,Card_Management_Issuance,False,none,standard
139,What are the local branch operating hours for branch #10139 @ChaseSupport,General_Banking_Inquiry,False,none,standard
140,How do I download monthly account statement PDF for account 10140 @ChaseSupport,General_Banking_Inquiry,False,none,standard
141,Unauthorized charge of $45.00 on debit card for order #10141 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
142,Merchant processed double payment on transaction #10142 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
143,How do I update 2FA phone number for user_10143@chase.com @ChaseSupport,Account_Access_Security,False,none,standard
144,Forgot online banking password reset link expired for account 10144 @ChaseSupport,Account_Access_Security,False,none,standard
145,Pending wire transfer reference #10145 delayed by 2 days @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
146,Zelle payment failed to clear for transaction #10146 @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
147,When will my replacement debit card tracking #10147 arrive? @ChaseSupport,Card_Management_Issuance,False,none,standard
148,How do I activate my new credit card ending in 10148 @ChaseSupport,Card_Management_Issuance,False,none,standard
149,What are the local branch operating hours for branch #10149 @ChaseSupport,General_Banking_Inquiry,False,none,standard
150,How do I download monthly account statement PDF for account 10150 @ChaseSupport,General_Banking_Inquiry,False,none,standard
151,Unauthorized charge of $45.00 on debit card for order #10151 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
152,Merchant processed double payment on transaction #10152 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
153,How do I update 2FA phone number for user_10153@chase.com @ChaseSupport,Account_Access_Security,False,none,standard
154,Forgot online banking password reset link expired for account 10154 @ChaseSupport,Account_Access_Security,False,none,standard
155,Pending wire transfer reference #10155 delayed by 2 days @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
156,Zelle payment failed to clear for transaction #10156 @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
157,When will my replacement debit card tracking #10157 arrive? @ChaseSupport,Card_Management_Issuance,False,none,standard
158,How do I activate my new credit card ending in 10158 @ChaseSupport,Card_Management_Issuance,False,none,standard
159,What are the local branch operating hours for branch #10159 @ChaseSupport,General_Banking_Inquiry,False,none,standard
160,How do I download monthly account statement PDF for account 10160 @ChaseSupport,General_Banking_Inquiry,False,none,standard
161,Unauthorized charge of $45.00 on debit card for order #10161 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
162,Merchant processed double payment on transaction #10162 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
163,How do I update 2FA phone number for user_10163@chase.com @ChaseSupport,Account_Access_Security,False,none,standard
164,Forgot online banking password reset link expired for account 10164 @ChaseSupport,Account_Access_Security,False,none,standard
165,Pending wire transfer reference #10165 delayed by 2 days @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
166,Zelle payment failed to clear for transaction #10166 @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
167,When will my replacement debit card tracking #10167 arrive? @ChaseSupport,Card_Management_Issuance,False,none,standard
168,How do I activate my new credit card ending in 10168 @ChaseSupport,Card_Management_Issuance,False,none,standard
169,What are the local branch operating hours for branch #10169 @ChaseSupport,General_Banking_Inquiry,False,none,standard
170,How do I download monthly account statement PDF for account 10170 @ChaseSupport,General_Banking_Inquiry,False,none,standard
171,Unauthorized charge of $45.00 on debit card for order #10171 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
172,Merchant processed double payment on transaction #10172 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
173,How do I update 2FA phone number for user_10173@chase.com @ChaseSupport,Account_Access_Security,False,none,standard
174,Forgot online banking password reset link expired for account 10174 @ChaseSupport,Account_Access_Security,False,none,standard
175,Pending wire transfer reference #10175 delayed by 2 days @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
176,Zelle payment failed to clear for transaction #10176 @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
177,When will my replacement debit card tracking #10177 arrive? @ChaseSupport,Card_Management_Issuance,False,none,standard
178,How do I activate my new credit card ending in 10178 @ChaseSupport,Card_Management_Issuance,False,none,standard
179,What are the local branch operating hours for branch #10179 @ChaseSupport,General_Banking_Inquiry,False,none,standard
180,How do I download monthly account statement PDF for account 10180 @ChaseSupport,General_Banking_Inquiry,False,none,standard
181,Unauthorized charge of $45.00 on debit card for order #10181 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
182,Merchant processed double payment on transaction #10182 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
183,How do I update 2FA phone number for user_10183@chase.com @ChaseSupport,Account_Access_Security,False,none,standard
184,Forgot online banking password reset link expired for account 10184 @ChaseSupport,Account_Access_Security,False,none,standard
185,Pending wire transfer reference #10185 delayed by 2 days @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
186,Zelle payment failed to clear for transaction #10186 @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
187,When will my replacement debit card tracking #10187 arrive? @ChaseSupport,Card_Management_Issuance,False,none,standard
188,How do I activate my new credit card ending in 10188 @ChaseSupport,Card_Management_Issuance,False,none,standard
189,What are the local branch operating hours for branch #10189 @ChaseSupport,General_Banking_Inquiry,False,none,standard
190,How do I download monthly account statement PDF for account 10190 @ChaseSupport,General_Banking_Inquiry,False,none,standard
191,Unauthorized charge of $45.00 on debit card for order #10191 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
192,Merchant processed double payment on transaction #10192 @ChaseSupport,Card_Transaction_Dispute,False,none,standard
193,How do I update 2FA phone number for user_10193@chase.com @ChaseSupport,Account_Access_Security,False,none,standard
194,Forgot online banking password reset link expired for account 10194 @ChaseSupport,Account_Access_Security,False,none,standard
195,Pending wire transfer reference #10195 delayed by 2 days @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
196,Zelle payment failed to clear for transaction #10196 @ChaseSupport,Wire_Transfer_Payment_Issue,False,none,standard
197,When will my replacement debit card tracking #10197 arrive? @ChaseSupport,Card_Management_Issuance,False,none,standard
198,How do I activate my new credit card ending in 10198 @ChaseSupport,Card_Management_Issuance,False,none,standard
199,What are the local branch operating hours for branch #10199 @ChaseSupport,General_Banking_Inquiry,False,none,standard
200,How do I download monthly account statement PDF for account 10200 @ChaseSupport,General_Banking_Inquiry,False,none,standard
