tweet_id,author_id,brand_handle,customer_query,intent,brand_response,is_resolution
300048,BankCustomer_3048,@ChaseSupport,How do I order new paper checkbooks for my checking account? @ChaseSupport,General_Banking_Inquiry,"You can order checkbooks online under Account Services -> Order Checks, or via customer service. DM us your account email if you need assistance selecting check styles!",True
300049,BankCustomer_3049,@ChaseSupport,is there a minimum daily balance requirement to waive monthly checking account fee? @chasesupport,General_Banking_Inquiry,"Yes, maintaining a $1,500 minimum daily balance or qualifying direct deposit waives the monthly fee. DM us to review fee waiver eligibility for your specific account!",True
300050,BankCustomer_3050,@ChaseSupport,I see a charge of $450 from an unknown vendor in New York on my debit card! @ChaseSupport,Card_Transaction_Dispute,"Security is our priority! Please lock your card immediately in the Mobile App under Account Services, then DM us your phone number so our fraud team can reach out: chase.com/help",True
300051,BankCustomer_3051,@ChaseSupport,I was charged twice for my online grocery order on my Chase Sapphire card @ChaseSupport,Card_Transaction_Dispute,We can help review duplicate charges! Pending charges often drop off automatically within 2-3 business days. Please DM us your zip code & account email so we can verify: chase.com/help,True
300052,BankCustomer_3052,@ChaseSupport,Merchant promised a refund 10 days ago but my account balance hasn't updated @ChaseSupport,Card_Transaction_Dispute,Refunds typically post within 3-5 business days after merchant processing. Please DM us your transaction date and merchant reference receipt so we can open a dispute: chase.com/help,True
300053,BankCustomer_3053,@ChaseSupport,How do I request a formal chargeback for a service that was never provided? @ChaseSupport,Card_Transaction_Dispute,You can file a formal transaction dispute directly in Online Banking under Account Activity -> Dispute Transaction. DM us if you need guidance through the steps!,True
300054,BankCustomer_3054,@ChaseSupport,My card was charged $15.99 for a subscription I canceled 2 months ago @ChaseSupport,Card_Transaction_Dispute,We apologize for the unwanted charge! You can block future recurring charges via the Mobile App. Send us a DM with your transaction details to review refund eligibility!,True
300055,BankCustomer_3055,@ChaseSupport,Locked out of online banking! The OTP 2FA SMS code is not sending to my phone @ChaseSupport PLEASE ASSIST IMMEDIATELY!,Account_Access_Security,"We understand how frustrating lockout can be! If SMS codes are failing, please try voice call verification or visit chase.com/recovery. Send us a DM for account review!",True
300056,BankCustomer_3056,@ChaseSupport,received suspicious text saying my chase account was suspended click link @chasesupport,Account_Access_Security,Please do NOT click any links! Chase will never text you asking for your password or PIN. Forward suspicious texts to phishing@chase.com and DM us to verify your security.,True
300057,BankCustomer_3057,@ChaseSupport,Forgot my Online Banking user ID and password reset link expired @ChaseSupport,Account_Access_Security,No worries! You can recover your User ID securely by entering your card number and SSN at chase.com/logon. Send us a DM if you need help with recovery steps!,True
300058,BankCustomer_3058,@ChaseSupport,Received security alert that someone signed into my banking app from an unknown IP address @ChaseSupport,Account_Access_Security,Please change your password immediately and review your authorized devices under Profile Settings. DM us right away if you notice any unfamiliar transactions!,True
300059,BankCustomer_3059,@ChaseSupport,How do I set up 2-Factor Authentication via an Authenticator App instead of SMS? @ChaseSupport,Account_Access_Security,You can manage 2FA preferences under Profile & Settings -> Security Options -> Two-Step Verification. DM us if you need help setting up an authenticator app!,True
300060,BankCustomer_3060,@ChaseSupport,My international wire transfer sent 3 days ago still shows as pending @ChaseSupport,Wire_Transfer_Payment_Issue,International wires typically take 3-5 business days depending on intermediary banks. Please DM us your wire reference number so we can trace the transfer status: chase.com/help,True
300061,BankCustomer_3061,@ChaseSupport,ACH direct deposit from my employer didn't post to my checking account this morning @ChaseSupport,Wire_Transfer_Payment_Issue,"Direct deposits usually process by 6:00 AM EST on payment date. If your employer initiated the transfer, DM us your routing number & date so we can inspect pending clearing!",True
300062,BankCustomer_3062,@ChaseSupport,Transferred money via Zelle to wrong phone number by mistake @ChaseSupport help!,Wire_Transfer_Payment_Issue,"If the recipient has not enrolled in Zelle, the payment can be canceled in your Zelle activity tab. If already enrolled, please DM us immediately so we can assist: chase.com/help",True
300063,BankCustomer_3063,@ChaseSupport,what are the daily outgoing wire transfer limits for chase checking accounts? @chasesupport,Wire_Transfer_Payment_Issue,"Standard online wire limits vary by account tier (typically $10,000-$25,000 daily). You can check your specific limit in the app under Pay & Transfer. DM us with questions!",True
300064,BankCustomer_3064,@ChaseSupport,Was charged a $35 wire fee even though the wire transfer failed @ChaseSupport,Wire_Transfer_Payment_Issue,"We apologize for the fee error! If a wire fails due to bank processing, wire fees are eligible for full reversal. DM us your transaction date so we can issue credit!",True
300065,BankCustomer_3065,@ChaseSupport,Lost my Chase Freedom card at a restaurant last night! Need a replacement fast @ChaseSupport,Card_Management_Issuance,"First, lock your card in the app to prevent charges! You can request a free rush replacement card under Account Services -> Replace Card. DM us if you need help!",True
300066,BankCustomer_3066,@ChaseSupport,"Received new replacement debit card in mail, how do I activate it? @ChaseSupport PLEASE ASSIST IMMEDIATELY!",Card_Management_Issuance,"You can activate your card instantly by making an ATM transaction with your PIN, or in the Mobile App under Account Services -> Activate Card. DM us if needed!",True
300067,BankCustomer_3067,@ChaseSupport,"Forgot my ATM card PIN, can I reset it online without going to a branch? @ChaseSupport",Card_Management_Issuance,Yes! You can request a PIN reset or create a new PIN in the Mobile App under Account Settings -> Manage PIN. DM us if you'd like step-by-step assistance!,True
300068,BankCustomer_3068,@ChaseSupport,"Tracking number for my new credit card says out for delivery, will signature be required? @ChaseSupport",Card_Management_Issuance,Standard credit card replacement mailings do not require a signature and will be delivered directly to your mailbox. DM us your zip code if you need tracking updates!,True
300069,BankCustomer_3069,@ChaseSupport,Can I use my digital card in Apple Pay while waiting for physical card delivery? @ChaseSupport,Card_Management_Issuance,Yes! You can push your digital card directly to Apple Pay or Google Pay instantly from the Chase app under Account Services -> Digital Wallets. DM us for help!,True
300070,BankCustomer_3070,@ChaseSupport,what are the saturday branch operating hours for local chase branches? @chasesupport,General_Banking_Inquiry,Most Chase branches operate Saturday 9:00 AM - 2:00 PM local time. You can verify exact branch hours and ATM locations using our locator at chase.com/locator,True
300071,BankCustomer_3071,@ChaseSupport,How do I download my official monthly account statement PDF for loan application? @ChaseSupport,General_Banking_Inquiry,You can download electronic statements anytime in Online Banking under Account Statements -> Select Month -> Download PDF. DM us if you need older archives!,True
300072,BankCustomer_3072,@ChaseSupport,What is the current APY interest rate on Chase Savings accounts? @ChaseSupport,General_Banking_Inquiry,Our interest rates vary by location and tier. You can view current APY rates for your zip code at chase.com/savings. DM us if you'd like a representative to call!,True
300073,BankCustomer_3073,@ChaseSupport,How do I order new paper checkbooks for my checking account? @ChaseSupport,General_Banking_Inquiry,"You can order checkbooks online under Account Services -> Order Checks, or via customer service. DM us your account email if you need assistance selecting check styles!",True
300074,BankCustomer_3074,@ChaseSupport,Is there a minimum daily balance requirement to waive monthly checking account fee? @ChaseSupport,General_Banking_Inquiry,"Yes, maintaining a $1,500 minimum daily balance or qualifying direct deposit waives the monthly fee. DM us to review fee waiver eligibility for your specific account!",True
300075,BankCustomer_3075,@ChaseSupport,I see a charge of $450 from an unknown vendor in New York on my debit card! @ChaseSupport,Card_Transaction_Dispute,"Security is our priority! Please lock your card immediately in the Mobile App under Account Services, then DM us your phone number so our fraud team can reach out: chase.com/help",True
300076,BankCustomer_3076,@ChaseSupport,I was charged twice for my online grocery order on my Chase Sapphire card @ChaseSupport,Card_Transaction_Dispute,We can help review duplicate charges! Pending charges often drop off automatically within 2-3 business days. Please DM us your zip code & account email so we can verify: chase.com/help,True
300077,BankCustomer_3077,@ChaseSupport,merchant promised a refund 10 days ago but my account balance hasn't updated @chasesupport PLEASE ASSIST IMMEDIATELY!,Card_Transaction_Dispute,Refunds typically post within 3-5 business days after merchant processing. Please DM us your transaction date and merchant reference receipt so we can open a dispute: chase.com/help,True
300078,BankCustomer_3078,@ChaseSupport,How do I request a formal chargeback for a service that was never provided? @ChaseSupport,Card_Transaction_Dispute,You can file a formal transaction dispute directly in Online Banking under Account Activity -> Dispute Transaction. DM us if you need guidance through the steps!,True
300079,BankCustomer_3079,@ChaseSupport,My card was charged $15.99 for a subscription I canceled 2 months ago @ChaseSupport,Card_Transaction_Dispute,We apologize for the unwanted charge! You can block future recurring charges via the Mobile App. Send us a DM with your transaction details to review refund eligibility!,True
300080,BankCustomer_3080,@ChaseSupport,Locked out of online banking! The OTP 2FA SMS code is not sending to my phone @ChaseSupport,Account_Access_Security,"We understand how frustrating lockout can be! If SMS codes are failing, please try voice call verification or visit chase.com/recovery. Send us a DM for account review!",True
300081,BankCustomer_3081,@ChaseSupport,Received suspicious text saying my Chase account was suspended click link @ChaseSupport,Account_Access_Security,Please do NOT click any links! Chase will never text you asking for your password or PIN. Forward suspicious texts to phishing@chase.com and DM us to verify your security.,True
300082,BankCustomer_3082,@ChaseSupport,Forgot my Online Banking user ID and password reset link expired @ChaseSupport,Account_Access_Security,No worries! You can recover your User ID securely by entering your card number and SSN at chase.com/logon. Send us a DM if you need help with recovery steps!,True
300083,BankCustomer_3083,@ChaseSupport,Received security alert that someone signed into my banking app from an unknown IP address @ChaseSupport,Account_Access_Security,Please change your password immediately and review your authorized devices under Profile Settings. DM us right away if you notice any unfamiliar transactions!,True
300084,BankCustomer_3084,@ChaseSupport,how do i set up 2-factor authentication via an authenticator app instead of sms? @chasesupport,Account_Access_Security,You can manage 2FA preferences under Profile & Settings -> Security Options -> Two-Step Verification. DM us if you need help setting up an authenticator app!,True
300085,BankCustomer_3085,@ChaseSupport,My international wire transfer sent 3 days ago still shows as pending @ChaseSupport,Wire_Transfer_Payment_Issue,International wires typically take 3-5 business days depending on intermediary banks. Please DM us your wire reference number so we can trace the transfer status: chase.com/help,True
300086,BankCustomer_3086,@ChaseSupport,ACH direct deposit from my employer didn't post to my checking account this morning @ChaseSupport,Wire_Transfer_Payment_Issue,"Direct deposits usually process by 6:00 AM EST on payment date. If your employer initiated the transfer, DM us your routing number & date so we can inspect pending clearing!",True
300087,BankCustomer_3087,@ChaseSupport,Transferred money via Zelle to wrong phone number by mistake @ChaseSupport help!,Wire_Transfer_Payment_Issue,"If the recipient has not enrolled in Zelle, the payment can be canceled in your Zelle activity tab. If already enrolled, please DM us immediately so we can assist: chase.com/help",True
300088,BankCustomer_3088,@ChaseSupport,What are the daily outgoing wire transfer limits for Chase Checking accounts? @ChaseSupport PLEASE ASSIST IMMEDIATELY!,Wire_Transfer_Payment_Issue,"Standard online wire limits vary by account tier (typically $10,000-$25,000 daily). You can check your specific limit in the app under Pay & Transfer. DM us with questions!",True
300089,BankCustomer_3089,@ChaseSupport,Was charged a $35 wire fee even though the wire transfer failed @ChaseSupport,Wire_Transfer_Payment_Issue,"We apologize for the fee error! If a wire fails due to bank processing, wire fees are eligible for full reversal. DM us your transaction date so we can issue credit!",True
300090,BankCustomer_3090,@ChaseSupport,Lost my Chase Freedom card at a restaurant last night! Need a replacement fast @ChaseSupport,Card_Management_Issuance,"First, lock your card in the app to prevent charges! You can request a free rush replacement card under Account Services -> Replace Card. DM us if you need help!",True
300091,BankCustomer_3091,@ChaseSupport,"received new replacement debit card in mail, how do i activate it? @chasesupport",Card_Management_Issuance,"You can activate your card instantly by making an ATM transaction with your PIN, or in the Mobile App under Account Services -> Activate Card. DM us if needed!",True
300092,BankCustomer_3092,@ChaseSupport,"Forgot my ATM card PIN, can I reset it online without going to a branch? @ChaseSupport",Card_Management_Issuance,Yes! You can request a PIN reset or create a new PIN in the Mobile App under Account Settings -> Manage PIN. DM us if you'd like step-by-step assistance!,True
300093,BankCustomer_3093,@ChaseSupport,"Tracking number for my new credit card says out for delivery, will signature be required? @ChaseSupport",Card_Management_Issuance,Standard credit card replacement mailings do not require a signature and will be delivered directly to your mailbox. DM us your zip code if you need tracking updates!,True
300094,BankCustomer_3094,@ChaseSupport,Can I use my digital card in Apple Pay while waiting for physical card delivery? @ChaseSupport,Card_Management_Issuance,Yes! You can push your digital card directly to Apple Pay or Google Pay instantly from the Chase app under Account Services -> Digital Wallets. DM us for help!,True
300095,BankCustomer_3095,@ChaseSupport,What are the Saturday branch operating hours for local Chase branches? @ChaseSupport,General_Banking_Inquiry,Most Chase branches operate Saturday 9:00 AM - 2:00 PM local time. You can verify exact branch hours and ATM locations using our locator at chase.com/locator,True
300096,BankCustomer_3096,@ChaseSupport,How do I download my official monthly account statement PDF for loan application? @ChaseSupport,General_Banking_Inquiry,You can download electronic statements anytime in Online Banking under Account Statements -> Select Month -> Download PDF. DM us if you need older archives!,True
300097,BankCustomer_3097,@ChaseSupport,What is the current APY interest rate on Chase Savings accounts? @ChaseSupport,General_Banking_Inquiry,Our interest rates vary by location and tier. You can view current APY rates for your zip code at chase.com/savings. DM us if you'd like a representative to call!,True
300098,BankCustomer_3098,@ChaseSupport,how do i order new paper checkbooks for my checking account? @chasesupport,General_Banking_Inquiry,"You can order checkbooks online under Account Services -> Order Checks, or via customer service. DM us your account email if you need assistance selecting check styles!",True
300099,BankCustomer_3099,@ChaseSupport,Is there a minimum daily balance requirement to waive monthly checking account fee? @ChaseSupport PLEASE ASSIST IMMEDIATELY!,General_Banking_Inquiry,"Yes, maintaining a $1,500 minimum daily balance or qualifying direct deposit waives the monthly fee. DM us to review fee waiver eligibility for your specific account!",True
300100,BankCustomer_3100,@ChaseSupport,I see a charge of $450 from an unknown vendor in New York on my debit card! @ChaseSupport,Card_Transaction_Dispute,"Security is our priority! Please lock your card immediately in the Mobile App under Account Services, then DM us your phone number so our fraud team can reach out: chase.com/help",True
300101,BankCustomer_3101,@ChaseSupport,I was charged twice for my online grocery order on my Chase Sapphire card @ChaseSupport,Card_Transaction_Dispute,We can help review duplicate charges! Pending charges often drop off automatically within 2-3 business days. Please DM us your zip code & account email so we can verify: chase.com/help,True
300102,BankCustomer_3102,@ChaseSupport,Merchant promised a refund 10 days ago but my account balance hasn't updated @ChaseSupport,Card_Transaction_Dispute,Refunds typically post within 3-5 business days after merchant processing. Please DM us your transaction date and merchant reference receipt so we can open a dispute: chase.com/help,True
300103,BankCustomer_3103,@ChaseSupport,How do I request a formal chargeback for a service that was never provided? @ChaseSupport,Card_Transaction_Dispute,You can file a formal transaction dispute directly in Online Banking under Account Activity -> Dispute Transaction. DM us if you need guidance through the steps!,True
300104,BankCustomer_3104,@ChaseSupport,My card was charged $15.99 for a subscription I canceled 2 months ago @ChaseSupport,Card_Transaction_Dispute,We apologize for the unwanted charge! You can block future recurring charges via the Mobile App. Send us a DM with your transaction details to review refund eligibility!,True
300105,BankCustomer_3105,@ChaseSupport,locked out of online banking! the otp 2fa sms code is not sending to my phone @chasesupport,Account_Access_Security,"We understand how frustrating lockout can be! If SMS codes are failing, please try voice call verification or visit chase.com/recovery. Send us a DM for account review!",True
300106,BankCustomer_3106,@ChaseSupport,Received suspicious text saying my Chase account was suspended click link @ChaseSupport,Account_Access_Security,Please do NOT click any links! Chase will never text you asking for your password or PIN. Forward suspicious texts to phishing@chase.com and DM us to verify your security.,True
300107,BankCustomer_3107,@ChaseSupport,Forgot my Online Banking user ID and password reset link expired @ChaseSupport,Account_Access_Security,No worries! You can recover your User ID securely by entering your card number and SSN at chase.com/logon. Send us a DM if you need help with recovery steps!,True
300108,BankCustomer_3108,@ChaseSupport,Received security alert that someone signed into my banking app from an unknown IP address @ChaseSupport,Account_Access_Security,Please change your password immediately and review your authorized devices under Profile Settings. DM us right away if you notice any unfamiliar transactions!,True
300109,BankCustomer_3109,@ChaseSupport,How do I set up 2-Factor Authentication via an Authenticator App instead of SMS? @ChaseSupport,Account_Access_Security,You can manage 2FA preferences under Profile & Settings -> Security Options -> Two-Step Verification. DM us if you need help setting up an authenticator app!,True
300110,BankCustomer_3110,@ChaseSupport,My international wire transfer sent 3 days ago still shows as pending @ChaseSupport PLEASE ASSIST IMMEDIATELY!,Wire_Transfer_Payment_Issue,International wires typically take 3-5 business days depending on intermediary banks. Please DM us your wire reference number so we can trace the transfer status: chase.com/help,True
